rate_est,rate_true,beta_g_est,beta_g_true,noise,trials
0.6051517555648531,0.5,0.29208498034800906,-1,0,120
0.623936430743118,0.5,0.2656022516038003,-1,0,1200
0.5165631122696431,0.5,0.29959885274087084,-0.5,0,12
0.6197224161772511,0.5,0.3536176224353181,-0.5,0,120
0.618208488092033,0.5,0.39734265581770783,-0.5,0,1200
0.6337786285696643,0.5,0.3979382370909852,0,0,12
0.6100498438046978,0.5,0.644807941623793,0,0,120
0.6223272429515825,0.5,0.5238347455709977,0,0,1200
0.5547913146239163,0.5,0.6907619052235432,0.5,0,12
0.659613351883531,0.5,0.5975453281332503,0.5,0,120
0.6029859144457163,0.5,0.585809266658017,0.5,0,1200
0.6252067189024975,0.5,0.5571117860954609,1,0,12
0.600633501203203,0.5,0.7353016366879153,1,0,120
0.6265159230763432,0.5,0.7139405351209935,1,0,1200
0.6033952643314456,0.5,0.7155705190290971,5,0,12
0.6319182574032964,0.5,0.9206687056915192,5,0,120
0.6079656704411295,0.5,0.9801168709674778,5,0,1200
0.6755615523743568,0.5,0.5610602196909324,10,0,12
0.6355597901430415,0.5,0.916065855159984,10,0,120
0.6145470123494692,0.5,0.9874380643023724,10,0,1200
0.7850214860501686,1,0.2878092411888463,-10,0,12
0.6920234315291611,1,0.06494525198850512,-10,0,120
0.7168256906034253,1,0.010103850768440918,-10,0,1200
0.7526347794782807,1,0.2449493175294366,-5,0,12
0.7073273569454289,1,0.08595038372534339,-5,0,120
0.7353912481558583,1,0.013974233499519888,-5,0,1200
0.5729670534009889,1,0.30060845747007664,-1,0,12
0.6984556201903371,1,0.2275684970002438,-1,0,120
0.7154740495946372,1,0.2457127910100307,-1,0,1200
0.49352448303074603,1,0.4953340595579485,-0.5,0,12
0.7988218852511648,1,0.24457938257681566,-0.5,0,120
0.7264210062522287,1,0.418510885754935,-0.5,0,1200
0.5408329330988754,1,0.35584874588430654,0,0,12
0.7806772699697804,1,0.5359722798123671,0,0,120
0.7457495823998556,1,0.45861937352983234,0,0,1200
0.5731248255652968,1,0.40785799138415635,0.5,0,12
0.7343163585931783,1,0.540063475102455,0.5,0,120
0.7082460606287572,1,0.6138570362007009,0.5,0,1200
0.6873390782778587,1,0.5056579049149164,1,0,12
0.7286473145345647,1,0.6042666667762283,1,0,120
0.7297362857562746,1,0.7634198709659034,1,0,1200
0.7275920813076319,1,0.6262544590940584,5,0,12
0.701384141108605,1,0.9139324528953521,5,0,120
0.7181417940649674,1,0.985337716371969,5,0,1200
0.7303680586807694,1,0.7084553695497019,10,0,12
0.7773777453933175,1,0.9443651914846357,10,0,120
0.6884481402404835,1,0.9875542873401322,10,0,1200
0.6762487371805753,3,0.24319820604479694,-10,0,12
0.8967308386794388,3,0.03393234105030183,-10,0,120
0.9456549617194278,3,0.00210672949072373,-10,0,1200
0.7480498585511817,3,0.24469209098770714,-5,0,12
0.8901395889085243,3,0.061949728715552155,-5,0,120
0.9422122660276006,3,0.01278278297899208,-5,0,1200
0.8462445866364451,3,0.44400354154028326,-1,0,12
0.9232140726657397,3,0.5702785221590028,-1,0,120
0.9462785842609315,3,0.3032446782177444,-1,0,1200
0.8511470116207003,3,0.5316222241893225,-0.5,0,12
0.9246960211153114,3,0.4166605731455121,-0.5,0,120
0.9514178819902386,3,0.3377647311072454,-0.5,0,1200
0.8448409029401839,3,0.5692147878295647,0,0,12
0.9341490685222602,3,0.7622379203064785,0,0,120
0.9523195774555107,3,0.4715761802280937,0,0,1200
0.8398636290608206,3,0.5974296015875082,0.5,0,12
0.9557254064738417,3,0.7219191552894701,0.5,0,120
0.9533944077143605,3,0.6777832383713048,0.5,0,1200
0.8132920213243293,3,0.33045124116977653,1,0,12
0.9309154850828939,3,0.6773690313973186,1,0,120
0.9528081687794205,3,0.705413732458916,1,0,1200
0.7441359613654714,3,0.6315500292290517,5,0,12
0.9025375329277809,3,0.948721309291214,5,0,120
0.940154404955733,3,0.9889974148725896,5,0,1200
0.8326394247742498,3,0.6182387627574055,10,0,12
0.8984474679598107,3,0.9594554142828673,10,0,120
0.935651343460086,3,0.9974425683827463,10,0,1200
0.8397674995146517,5,0.41621592612725783,-10,0,12
0.9239943909151214,5,0.029074527480551476,-10,0,120
0.9801702937826001,5,9.558527265927844e-4,-10,0,1200
0.8085319982346557,5,0.3874031962554389,-5,0,12
0.9277740835281614,5,0.12230581761916189,-5,0,120
0.9805938163445234,5,0.022527921182293336,-5,0,1200
0.8538257957376961,5,0.5356139508247167,-1,0,12
0.9719212254574928,5,0.5305493863481887,-1,0,120
0.9913236377380338,5,0.2870868000294183,-1,0,1200
0.8302755183430892,5,0.6281520126313448,-0.5,0,12
0.9658829281169478,5,0.43726994314631595,-0.5,0,120
0.9908130029318337,5,0.4321076229122251,-0.5,0,1200
0.8401349455847213,5,0.5789632379437828,0,0,12
0.9719885069739569,5,0.48663956571648376,0,0,120
0.9912919306233356,5,0.5507785598523596,0,0,1200
0.7995574992758663,5,0.5034120586177777,0.5,0,12
0.9646291582031427,5,0.4464688384296853,0.5,0,120
0.9913635102208864,5,0.4461111425134939,0.5,0,1200
0.8417476868508139,5,0.561947177397805,1,0,12
0.9714782070074489,5,0.5542552265060133,1,0,120
0.990385769570043,5,0.6008745501033336,1,0,1200
0.7949391645608422,5,0.6819461629935156,5,0,12
0.9300443689848729,5,0.8877197731394437,5,0,120
0.9812739048745006,5,0.9864758589876251,5,0,1200
0.7676685803550949,5,0.7201968657258665,10,0,12
0.9112707884273227,5,0.9766315050826712,10,0,120
0.9793518415666804,5,0.9991634397389645,10,0,1200
0.16112493199576386,-5,0.39854330400120985,-10,0.1,12
0.13611297464670716,-5,0.03689054297367844,-10,0.1,120
0.0882510374599501,-5,0.003520855430438931,-10,0.1,1200
0.22861593368448324,-5,0.2566340498747465,-5,0.1,12
0.08575054199337474,-5,0.17432648057092576,-5,0.1,120
0.05336971733149069,-5,0.05382913088368685,-5,0.1,1200
0.14716811867094118,-5,0.5211080456109969,-1,0.1,12
0.06835354325529729,-5,0.4804122285627043,-1,0.1,120
0.027296669138030777,-5,0.4024546037652683,-1,0.1,1200
0.14601057799598036,-5,0.5037368149497177,-0.5,0.1,12
0.06045958914653281,-5,0.4749619724620693,-0.5,0.1,120
0.03447336368536171,-5,0.42537595163012726,-0.5,0.1,1200
0.15451981457082242,-5,0.5720885232292927,0,0.1,12
0.0625845419878838,-5,0.4826297261911834,0,0.1,120
0.03667310493100617,-5,0.48360810766086154,0,0.1,1200
0.19608609992705586,-5,0.48340009464901323,0.5,0.1,12
0.07017405264252959,-5,0.5295402506000085,0.5,0.1,120
0.035939686325397895,-5,0.46607235661538715,0.5,0.1,1200
0.1531490557797466,-5,0.5082942132135916,1,0.1,12
0.0623703227309586,-5,0.4742875748226312,1,0.1,120
0.043605009067490055,-5,0.5602072860173968,1,0.1,1200
0.2663575253228643,-5,0.6727703120505385,5,0.1,12
0.09508255939049803,-5,0.8415682714186484,5,0.1,120
0.05848407614442453,-5,0.9508192381117899,5,0.1,1200
0.3016863919050341,-5,0.7130359758071276,10,0.1,12
0.13983599884863668,-5,0.9654590969106811,10,0.1,120
0.07088986312595322,-5,0.9971794709978747,10,0.1,1200
0.2268392173428012,-3,0.3510427153155199,-10,0.1,12
0.13241240737059157,-3,0.036939310417878464,-10,0.1,120
0.10526902783433535,-3,0.003962651448026793,-10,0.1,1200
0.22676723208320868,-3,0.268870931112866,-5,0.1,12
0.14052372321186948,-3,0.07746980988761004,-5,0.1,120
0.09508297109824423,-3,0.021185444650558122,-5,0.1,1200
0.14684373789736715,-3,0.44649314827894876,-1,0.1,12
0.10494344054101448,-3,0.34175659755753274,-1,0.1,120
0.08032940813442678,-3,0.3571024905189427,-1,0.1,1200
0.15443165017619961,-3,0.586555483771803,-0.5,0.1,12
0.09101018588113714,-3,0.6354262271760803,-0.5,0.1,120
0.07159320971955666,-3,0.521234826631653,-0.5,0.1,1200
0.14563774751997138,-3,0.5223644788617906,0,0.1,12
0.0707626258946191,-3,0.4837425635421972,0,0.1,120
0.07755074832184639,-3,0.485936430584207,0,0.1,1200
0.3781476712643063,-3,0.6481742879230739,0.5,0.1,12
0.09074789245213845,-3,0.5543620024465615,0.5,0.1,120
0.07140724805245852,-3,0.5647131029047732,0.5,0.1,1200
0.19806505825151452,-3,0.5365444084739653,1,0.1,12
0.07648155016808444,-3,0.527642249778187,1,0.1,120
0.08592275774168863,-3,0.6675057840204766,1,0.1,1200
0.2559864325090273,-3,0.672850004146565,5,0.1,12
0.19899660517685175,-3,0.9177119374807549,5,0.1,120
0.10017883138788578,-3,0.9846367265671419,5,0.1,1200
0.23486417531918333,-3,0.7279279867790854,10,0.1,12
0.18472746376521457,-3,0.941475286794825,10,0.1,120
0.09238900668841699,-3,0.9964072386965361,10,0.1,1200
0.2975067249866887,-1,0.2840354648602014,-10,0.1,12
0.35013769890217605,-1,0.07828377252280991,-10,0.1,120
0.31548262163415153,-1,0.011254615162135075,-10,0.1,1200
0.37731551488504694,-1,0.4278971864464374,-5,0.1,12
0.24282986052221,-1,0.09093685731090434,-5,0.1,120
0.2841689002315499,-1,0.011486111901568244,-5,0.1,1200
0.3806646574647042,-1,0.5195572198170707,-1,0.1,12
0.3192779211564759,-1,0.3349777063449705,-1,0.1,120
0.2941433837333005,-1,0.3342067014001317,-1,0.1,1200
0.45207902996064603,-1,0.3949438472919256,-0.5,0.1,12
0.3064927417794637,-1,0.4190370134536507,-0.5,0.1,120
0.2752743202677334,-1,0.3535173323560186,-0.5,0.1,1200
0.37135120567846086,-1,0.6031257309215771,0,0.1,12
0.369382566546896,-1,0.4649805623054706,0,0.1,120
0.3082802451944603,-1,0.4817599238197914,0,0.1,1200
0.20457607269989578,-1,0.6679547421912139,0.5,0.1,12
0.2708148160148559,-1,0.5146467511234275,0.5,0.1,120
0.29426207655958614,-1,0.6175164872508481,0.5,0.1,1200
0.25171674457414206,-1,0.5706936316851553,1,0.1,12
0.3208614446702971,-1,0.6388025013997727,1,0.1,120
0.29508753258063,-1,0.7125242287546721,1,0.1,1200
0.3906719856113211,-1,0.628009544378567,5,0.1,12
0.26630590420925704,-1,0.920496718526404,5,0.1,120
0.30210888105952494,-1,0.98576995966391745,5,0.1,1200
0.2901612677802495,-1,0.7045104378576234,10,0.1,12
0.3533947110367805,-1,0.9345646857268599,10,0.1,120
0.29892958416622734,-1,0.9893070986558583,10,0.1,1200
0.28985067715587953,-0.5,0.3196055436626323,-10,0.1,12
0.35216480347892487,-0.5,0.07310099626097567,-10,0.1,120
0.3975398581821351,-0.5,0.011911180752974255,-10,0.1,1200
0.566477594545301,-0.5,0.4117711466741458,-5,0.1,12
0.4598236160674235,-0.5,0.07932764021593862,-5,0.1,120
0.3975278921036946,-0.5,0.02165446815624414,-5,0.1,1200
0.6190634888099288,-0.5,0.5069748464708083,-1,0.1,12
0.3527106087302986,-0.5,0.3143996479719505,-1,0.1,120
0.377045234783392,-0.5,0.24871341483745982,-1,0.1,1200
0.4289117920521397,-0.5,0.39172587405579257,-0.5,0.1,12
0.350345748062647,-0.5,0.5814097432834314,-0.5,0.1,120
0.37066550067309223,-0.5,0.36238901472788726,-0.5,0.1,1200
0.37758754852236853,-0.5,0.42306992604179766,0,0.1,12
0.43724053472025115,-0.5,0.46942968594181533,0,0.1,120
0.39292119914261797,-0.5,0.48324071621923725,0,0.1,1200
0.5029634815357918,-0.5,0.5616889577083956,0.5,0.1,12
0.39700514860430197,-0.5,0.6516710376396886,0.5,0.1,120
0.3955084978885877,-0.5,0.6164928683811651,0.5,0.1,1200
0.3682315858712268,-0.5,0.604357740997499,1,0.1,12
0.4071657701564637,-0.5,0.6951382543932206,1,0.1,120
0.4085481831275981,-0.5,0.7478887540997282,1,0.1,1200
0.6402167891466022,-0.5,0.7469038192992711,5,0.1,12
0.3934457273719929,-0.5,0.9218911478486996,5,0.1,120
0.3963432142211747,-0.5,0.9806288659528731,5,0.1,1200
0.37155396265751983,-0.5,0.6084212699546665,10,0.1,12
0.32757617738607236,-0.5,0.9241412955909744,10,0.1,120
0.387665285395701,-0.5,0.9863493265494949,10,0.1,1200
0.6419104484454433,0,0.31695073526220624,-10,0.1,12
0.5475149643620377,0,0.07827141927375758,-10,0.1,120
0.5047310399482352,0,0.013660713169606065,-10,0.1,1200
0.42145135958776975,0,0.3000383728393192,-5,0.1,12
0.433102776950581,0,0.06730193570106184,-5,0.1,120
0.5048123946749015,0,0.023573997775972723,-5,0.1,1200
0.49938072248282567,0,0.5042139777524874,-1,0.1,12
0.47721796902190095,0,0.44440978392460107,-1,0.1,120
0.5258301193445389,0,0.2709277662143894,-1,0.1,1200
0.3723823820929322,0,0.5942175174172117,-0.5,0.1,12
0.4895137281155815,0,0.35346603596233556,-0.5,0.1,120
0.5064630232151293,0,0.379192937235322,-0.5,0.1,1200
0.1953571498885819,0,0.4024215642267736,0,0.1,12
0.4433916885537777,0,0.45625177414473445,0,0.1,120
0.5023576057658322,0,0.4977299482466489,0,0.1,1200
0.5841622547650696,0,0.7409214067148769,0.5,0.1,12
0.5409563122213588,0,0.5424499091611367,0.5,0.1,120
0.45519435513704143,0,0.628397525358085,0.5,0.1,1200
0.7484701729211853,0,0.33964917967388797,1,0.1,12
0.4728559426229544,0,0.7464331119787384,1,0.1,120
0.49494697469562665,0,0.7565606260092972,1,0.1,1200
0.19178710433891216,0,0.6754038527438379,5,0.1,12
0.5251656027515902,0,0.9172163256255185,5,0.1,120
0.5053657576790677,0,0.9857109217306854,5,0.1,1200
0.572434461675832,0,0.5930776037766635,10,0.1,12
0.48200206901432396,0,0.8839816862265861,10,0.1,120
0.49212775720682045,0,0.9861812904790856,10,0.1,1200
0.5684955478568746,0.5,0.34965434848880417,-10,0.1,12
0.5938879201431444,0.5,0.07568980208550143,-10,0.1,120
0.6344135099374842,0.5,0.011884897921738434,-10,0.1,1200
0.5432629455265336,0.5,0.3605424342624373,-5,0.1,12
0.5618647718620047,0.5,0.06022342924807616,-5,0.1,120
0.612312256407107,0.5,0.02393269666963582,-5,0.1,1200
0.6808338500262896,0.5,0.3156231289116951,-1,0.1,12
0.7002590143645853,0.5,0.17157184684459298,-1,0.1,120
0.6244791091699254,0.5,0.25064133574107694,-1,0.1,1200
0.5229135122922438,0.5,0.3162407900430436,-0.5,0.1,12
0.64926123850666,0.5,0.1951940554163269,-0.5,0.1,120
0.6130757994790967,0.5,0.3513011432490338,-0.5,0.1,1200
0.672890828544626,0.5,0.5496576797785026,0,0.1,12
0.6525493501977405,0.5,0.4826135933355817,0,0.1,120
0.5990054436239873,0.5,0.5463105469793754,0,0.1,1200
0.5228007672681384,0.5,0.7594922655227804,0.5,0.1,12
0.6433379972896321,0.5,0.5729797780221674,0.5,0.1,120
0.6124186005916421,0.5,0.6544149606079458,0.5,0.1,1200
0.38375928243171087,0.5,0.6456626110115176,1,0.1,12
0.6204251797749909,0.5,0.5374572978213393,1,0.1,120
0.6232974335354384,0.5,0.7109718404065417,1,0.1,1200
0.5106396305168713,0.5,0.5887786538896945,5,0.1,12
0.6006232081969677,0.5,0.9285639291740541,5,0.1,120
0.6112365277804694,0.5,0.979005107065441,5,0.1,1200
0.8307146260019874,0.5,0.6303079295484562,10,0.1,12
0.5816997257452833,0.5,0.9074021897186563,10,0.1,120
0.6087371044259405,0.5,0.9871072503749021,10,0.1,1200
0.5574119637478352,1,0.4242310822509347,-10,0.1,12
0.6970319224513163,1,0.06438897901645135,-10,0.1,120
0.6756724599556019,1,0.011200536762722486,-10,0.1,1200
0.6301389985123006,1,0.46321754438974944,-5,0.1,12
0.6555588656692178,1,0.07935464282936332,-5,0.1,120
0.7272614637027972,1,0.01118095423062577,-5,0.1,1200
0.7420199995276267,1,0.5540092766340292,-1,0.1,12
0.6898948022465028,1,0.3463039287560005,-1,0.1,120
0.6826323604839344,1,0.289345211655106,-1,0.1,1200
0.6824175808570422,1,0.44167619932008134,-0.5,0.1,12
0.7235082513837816,1,0.36850911032108896,-0.5,0.1,120
0.6963904286047513,1,0.3835452078362639,-0.5,0.1,1200
0.7328214201310089,1,0.5941551766912835,0,0.1,12
0.6675802309699909,1,0.38306682665374087,0,0.1,120
0.737338947182636,1,0.4797158619108481,0,0.1,1200
0.5662659078504194,1,0.5971774559107151,0.5,0.1,12
0.7371183810524164,1,0.571460320798519,0.5,0.1,120
0.71468219024207,1,0.6185396485399638,0.5,0.1,1200
0.6707710952002335,1,0.6050526581363502,1,0.1,12
0.6172809170683233,1,0.6429574302585077,1,0.1,120
0.7084804374565722,1,0.7283892105037684,1,0.1,1200
0.6170212590104135,1,0.5666646376756329,5,0.1,12
0.7382160397893934,1,0.8920317482515557,5,0.1,120
0.6931759707939467,1,0.9866890244347125,5,0.1,1200
0.6868979241051621,1,0.657636301847356,10,0.1,12
0.6338608434670532,1,0.9211477764989608,10,0.1,120
0.6860223839297994,1,0.9892820629871003,10,0.1,1200
0.7894008292433544,3,0.28060108960914554,-10,0.1,12
0.8454905325473095,3,0.04752139260938447,-10,0.1,120
0.8963246530251591,3,0.004304556424682301,-10,0.1,1200
0.7506189088988878,3,0.44342514876322,-5,0.1,12
0.8663290106220569,3,0.042333571020346926,-5,0.1,120
0.9109795243046681,3,0.020012052412014224,-5,0.1,1200
0.7463088356855831,3,0.49569077411875373,-1,0.1,12
0.8702547818858051,3,0.4288443418974114,-1,0.1,120
0.9190842425661888,3,0.3238727650118081,-1,0.1,1200
0.7334811914740261,3,0.3968646620512659,-0.5,0.1,12
0.9152253332779448,3,0.3098707287868904,-0.5,0.1,120
0.9329754961681164,3,0.4131020928001473,-0.5,0.1,1200
0.8507492515923715,3,0.5178204990319938,0,0.1,12
0.92378164940488,3,0.5330294088848982,0,0.1,120
0.9328015497696889,3,0.5674183750069745,0,0.1,1200
0.6915684377095834,3,0.6153330301869734,0.5,0.1,12
0.9249659907247246,3,0.6109194138616484,0.5,0.1,120
0.9263355737792948,3,0.617593116540436,0.5,0.1,1200
0.8390778803471547,3,0.6040813289749067,1,0.1,12
0.9074264153705752,3,0.6361501727513024,1,0.1,120
0.9247332245785426,3,0.6657687809966659,1,0.1,1200
0.836295646438445,3,0.6242772665110885,5,0.1,12
0.8419295074469586,3,0.9551743838239293,5,0.1,120
0.899115042940872,3,0.9823589772622512,5,0.1,1200
0.7361353494403117,3,0.6831956584290464,10,0.1,12
0.8240227521136596,3,0.934169402599273,10,0.1,120
0.8967265502833033,3,0.9959452413212985,10,0.1,1200
0.6913111538496992,5,0.24759098118327122,-10,0.1,12
0.844656014349707,5,0.0504910093419296,-10,0.1,120
0.9374942783850087,5,0.002387610917414459,-10,0.1,1200
0.7517595892425832,5,0.24394777687934988,-5,0.1,12
0.9134802573491793,5,0.1278054559049271,-5,0.1,120
0.9481705111789233,5,0.0588019026310791,-5,0.1,1200
0.8542583799550172,5,0.5241459010266217,-1,0.1,12
0.9588397979902931,5,0.5117291988085214,-1,0.1,120
0.9646901847843903,5,0.4628409029958211,-1,0.1,1200
0.778712872475767,5,0.3692942306075025,-0.5,0.1,12
0.9389305241214531,5,0.43376385765540293,-0.5,0.1,120
0.9641892527181358,5,0.46140344804316885,-0.5,0.1,1200
0.8481149881492132,5,0.5671413641099458,0,0.1,12
0.9445802094170099,5,0.4745629569980871,0,0.1,120
0.9584161672681795,5,0.47602147728340555,0,0.1,1200
0.8490706762813606,5,0.43852543622742685,0.5,0.1,12
0.9523116857264069,5,0.4630950550167431,0.5,0.1,120
0.961815234308002,5,0.5005528284343639,0.5,0.1,1200
0.79581961263254275,5,0.47469991067088935,1,0.1,12
0.9505424846212417,5,0.5705646760227251,1,0.1,120
